test_cost,test_acc,cumulative_time_ns
107,0.8744000196456909,14722323.0
108,0.8745999932289124,14859662.0
109,0.8747000098228455,14997273.0
110,0.8755000233650208,15133813.0
111,0.8737000226974487,15274221.0
112,0.8766000270843506,15410872.0
113,0.8762999773025513,15547164.0
114,0.8766000270843506,15684312.0
115,0.8765000104904175,15821528.0
116,0.876800000667572,15959203.0
117,0.8773000240325928,16095265.0
118,0.8769999742507935,16232185.0
119,0.8781999945640564,16368569.0
120,0.8787999749183655,16505517.0
121,0.8780999779701233,16643247.0
122,0.8779000043869019,16780224.0
123,0.8772000074386597,16917884.0
124,0.8779000043869019,17054018.0
125,0.8787000179290771,17191220.0
126,0.8788999915122986,17327096.0
127,0.8784000277519226,17463988.0
128,0.8788999915122986,17600934.0
129,0.8792999982833862,17738772.0
130,0.8791000247001648,17874606.0
131,0.8797000050544739,18013940.0
132,0.879800021648407,18150866.0
133,0.8794999718666077,18288200.0
134,0.879800021648407,18424528.0
135,0.879800021648407,18563424.0
136,0.879800021648407,18700830.0
137,0.8805999755859375,18839206.0
138,0.8810999989509583,18975616.0
139,0.8801000118255615,19112722.0
140,0.8809000253677368,19250028.0
141,0.8805999755859375,19386892.0
142,0.8805999755859375,19523674.0
143,0.8806999921798706,19660836.0
144,0.8802000284194946,19797678.0
145,0.8809999823570251,19934260.0
146,0.880299985408783,20071686.0
147,0.8812000155448914,20208358.0
148,0.8794000148773193,20345474.0
149,0.879800021648407,20482732.0
150,0.8815000057220459,20619326.0
151,0.8809000253677368,20757872.0
152,0.8794999718666077,20894202.0
153,0.8801000118255615,21031346.0
154,0.8813999891281128,21167554.0
155,0.8809999823570251,21304992.0
156,0.8804000020027161,21442498.0
157,0.8815000057220459,21579724.0
158,0.880299985408783,21715494.0
159,0.8805000185966492,21853198.0
160,0.880299985408783,21989004.0
161,0.8804000020027161,22125550.0
162,0.8822000026702881,22262444.0
163,0.8816999793052673,22399504.0
164,0.883899986743927,22536350.0
165,0.8812000155448914,22673106.0
166,0.8809000253677368,22810036.0
167,0.8828999996185303,22946274.0
168,0.8823000192642212,23083182.0
169,0.8815000057220459,23220966.0
170,0.8826000094413757,23358520.0
171,0.8827999830245972,23497412.0
172,0.8830000162124634,23634778.0
173,0.8827000260353088,23770784.0
174,0.8830999732017517,23907626.0
175,0.8830000162124634,24043760.0
176,0.8830000162124634,24182944.0
177,0.8841999769210815,24320108.0
178,0.8830000162124634,24457338.0
179,0.8823999762535095,24594164.0
180,0.8830999732017517,24733680.0
181,0.8844000101089478,24871002.0
182,0.8841000199317932,25008332.0
183,0.8852999806404114,25150428.0
184,0.8841000199317932,25288700.0
185,0.8841000199317932,25427320.0
186,0.8855000138282776,25564298.0
187,0.8842999935150146,25700828.0
188,0.8848999738693237,25837522.0
