test_cost,test_acc,cumulative_time_ns
1,0.16529999673366547,159795.9375
2,0.21699999272823334,289073.625
3,0.2581000030040741,409480.75
4,0.3073999881744385,528791.3125
5,0.35269999504089355,649931.875
6,0.40869998931884766,768325.0
7,0.4657999873161316,888913.0
8,0.5072000026702881,1007842.3125
9,0.5615000128746033,1126620.5
10,0.6043000221252441,1247299.25
11,0.6366999745368958,1366060.75
12,0.6536999940872192,1484591.125
13,0.6779000163078308,1606342.875
14,0.6909000277519226,1724961.375
15,0.7045999765396118,1843777.125
16,0.7156999707221985,1962163.125
17,0.723800003528595,2082489.75
18,0.7315000295639038,2201642.25
19,0.7369999885559082,2320436.0
20,0.7396000027656555,2438909.25
21,0.7459999918937683,2557917.75
22,0.7498000264167786,2676660.5
23,0.7538999915122986,2796874.5
24,0.7555999755859375,2929535.75
25,0.7566999793052673,3068353.25
26,0.762499988079071,3185447.0
27,0.7656000256538391,3303290.5
28,0.7662000060081482,3420828.5
29,0.7681999802589417,3538594.25
30,0.7696999907493591,3655991.0
31,0.7753999829292297,3773672.5
32,0.7756999731063843,3891003.5
33,0.7782999873161316,4008885.5
34,0.7804999947547913,4126564.25
35,0.7804999947547913,4244110.0
36,0.7811999917030334,4361471.5
37,0.7815999984741211,4479357.0
38,0.7828999757766724,4596731.5
39,0.7843999862670898,4714550.5
40,0.7860999703407288,4832119.0
41,0.786899983882904,4949942.0
42,0.7878999710083008,5067434.0
43,0.7875000238418579,5185313.0
44,0.789900004863739,5302729.5
45,0.7925000190734863,5420533.5
46,0.7949000000953674,5538104.0
47,0.7940999865531921,5655851.5
48,0.795799970626831,5773271.5
49,0.7975999712944031,5891109.5
50,0.7975999712944031,6008406.5
51,0.7972000241279602,6126470.5
52,0.7996000051498413,6244115.5
53,0.8014000058174133,6362015.0
54,0.8019000291824341,6479395.0
55,0.8019000291824341,6597466.0
56,0.803600013256073,6714996.5
57,0.801800012588501,6833508.5
58,0.8058000206947327,6950943.0
59,0.8069000244140625,7068725.5
60,0.8054999709129333,7186166.0
61,0.8083000183105469,7304214.5
62,0.8093000054359436,7421892.5
63,0.8080000281333923,7539858.0
64,0.8116000294685364,7657571.0
65,0.8101000189781189,7775425.0
66,0.810699999332428,7893105.0
67,0.8131999969482422,8011129.5
68,0.8127999901771545,8129522.0
69,0.8134999871253967,8247517.5
70,0.8130000233650208,8365342.5
71,0.8144000172615051,8483363.0
72,0.8162999749183655,8601256.0
73,0.8162999749183655,8719949.0
74,0.817799985408783,8837350.0
75,0.817799985408783,8955480.0
76,0.8195000290870667,9073338.0
77,0.8201000094413757,9191608.0
78,0.8201000094413757,9309444.0
79,0.8215000033378601,9427678.0
80,0.8230999708175659,9545406.0
81,0.8224999904632568,9663617.0
82,0.8224999904632568,9781516.0
83,0.8223999738693237,9899403.0
84,0.8238000273704529,10017198.0
85,0.8246999979019165,10135237.0
86,0.8246999979019165,10253177.0
87,0.8246999979019165,10371385.0
88,0.8258000016212463,10489079.0
89,0.8245999813079834,10607284.0
90,0.8273000121116638,10725039.0
91,0.8264999985694885,10843186.0
92,0.8281000256538391,10961180.0
93,0.8288000226020813,11079279.0
94,0.8276000022888184,11197209.0
95,0.828000009059906,11315254.0
96,0.8284000158309937,11433164.0
97,0.829800009727478,11551287.0
98,0.8299999833106995,11693835.0
99,0.8299000263214111,11818119.0
100,0.8287000060081482,11937207.0
101,0.8295000195503235,12056664.0
102,0.8299000263214111,12176419.0
103,0.8299000263214111,12296102.0
104,0.830299973487854,12415108.0
105,0.8305000066757202,12534713.0
106,0.8309999704360962,12653911.0
107,0.833299994468689,12773516.0
108,0.8330000042915344,12892535.0
109,0.8339999914169312,13011966.0
110,0.8342999815940857,13131030.0
111,0.833899974822998,13250640.0
112,0.8328999876976013,13370394.0
113,0.8341000080108643,13489853.0
114,0.8338000178337097,13608935.0
115,0.8353999853134155,13728425.0
116,0.8343999981880188,13847510.0
117,0.8360999822616577,13966929.0
118,0.8356999754905701,14085997.0
119,0.838100016117096,14205549.0
120,0.8359000086784363,14348715.0
121,0.8353000283241272,14467880.0
122,0.8363999724388123,14585731.0
123,0.8370000123977661,14704403.0
124,0.8367000222206116,14822531.0
125,0.8378000259399414,14940978.0
126,0.8359000086784363,15058929.0
127,0.8388000130653381,15177467.0
128,0.8395000100135803,15295358.0
129,0.8389000296592712,15413916.0
130,0.8391000032424927,15532152.0
131,0.8409000039100647,15650751.0
132,0.8392999768257141,15768841.0
133,0.840499997138977,15887138.0
134,0.8414000272750854,16005203.0
135,0.8407999873161316,16123568.0
136,0.8420000076293945,16241515.0
137,0.8421000242233276,16359832.0
138,0.8421000242233276,16477724.0
139,0.8424000144004822,16596132.0
140,0.8424000144004822,16714032.0
141,0.8427000045776367,16832398.0
142,0.8445000052452087,16950282.0
143,0.843500018119812,17068650.0
144,0.842199981212616,17186856.0
145,0.8443999886512756,17305338.0
146,0.8440999984741211,17423686.0
147,0.8446000218391418,17542280.0
148,0.845300018787384,17660310.0
149,0.8456000089645386,17778734.0
150,0.8460000157356262,17896894.0
151,0.8468999862670898,18015284.0
152,0.8474000096321106,18133254.0
153,0.8481000065803528,18251762.0
154,0.8482000231742859,18369718.0
155,0.8478000164031982,18488242.0
156,0.847599983215332,18606254.0
157,0.8478999733924866,18725144.0
158,0.848800003528595,18843302.0
159,0.8486999869346619,18961686.0
160,0.8492000102996826,19079576.0
161,0.848800003528595,19198036.0
162,0.8500000238418579,19316006.0
163,0.8497999906539917,19434426.0
164,0.8503000140190125,19552302.0
165,0.8508999943733215,19670746.0
166,0.8519999980926514,19788916.0
167,0.8507999777793884,19907184.0
168,0.8511999845504761,20025246.0
169,0.8517000079154968,20143538.0
170,0.8513000011444092,20261590.0
171,0.8533999919891357,20379782.0
172,0.8522999882698059,20497718.0
173,0.8526999950408936,20615880.0
174,0.8525000214576721,20733810.0
175,0.8532000184059143,20851986.0
176,0.8521000146865845,20970054.0
177,0.8529999852180481,21088220.0
178,0.852400004863739,21206168.0
179,0.8532000184059143,21324360.0
180,0.8547999858856201,21442218.0
181,0.8539999723434448,21560430.0
182,0.8532999753952026,21678210.0
183,0.853600025177002,21796596.0
184,0.853600025177002,21914574.0
185,0.8539000153541565,22032990.0
186,0.8543000221252441,22151076.0
187,0.8547999858856201,22269408.0
188,0.8549000024795532,22387366.0
189,0.8550999760627747,22505718.0
190,0.8547999858856201,22623750.0
191,0.8547999858856201,22742558.0
192,0.855400025844574,22860390.0
193,0.8547999858856201,22978710.0
194,0.8550999760627747,23096816.0
195,0.85589998960495,23214934.0
196,0.8557000160217285,23332728.0
197,0.8557000160217285,23450908.0
198,0.8547000288963318,23568890.0
199,0.8569999933242798,23687000.0
200,0.85589998960495,23804954.0
201,0.857200026512146,23923364.0
202,0.8571000099182129,24041262.0
203,0.8574000000953674,24159560.0
204,0.8580999970436096,24277350.0
205,0.8562999963760376,24395686.0
206,0.8574000000953674,24513456.0
207,0.8561999797821045,24631838.0
208,0.8568000197410583,24749548.0
209,0.8572999835014343,24867810.0
210,0.857200026512146,24985690.0
211,0.857200026512146,25103964.0
212,0.8586999773979187,25221744.0
213,0.859000027179718,25339932.0
214,0.8565999865531921,25457858.0
215,0.8587999939918518,25576102.0
216,0.8583999872207642,25693884.0
217,0.8585000038146973,25812048.0
218,0.8592000007629395,25929874.0
219,0.8604999780654907,26048082.0
220,0.8596000075340271,26166184.0
221,0.8597999811172485,26284432.0
222,0.8600000143051147,26402396.0
223,0.8592000007629395,26520564.0
224,0.8589000105857849,26638346.0
225,0.8605999946594238,26756368.0
226,0.8605999946594238,26874356.0
227,0.8607000112533569,26992392.0
228,0.8611999750137329,27110272.0
229,0.8607000112533569,27228438.0
230,0.8603000044822693,27346330.0
231,0.8593000173568726,27464490.0
232,0.8616999983787537,27582306.0
233,0.861299991607666,27700580.0
234,0.8619999885559082,27818360.0
235,0.8610000014305115,27936454.0
236,0.8621000051498413,28054748.0
237,0.8611999750137329,28172978.0
238,0.8615000247955322,28290820.0
239,0.8618000149726868,28408814.0
240,0.8608999848365784,28526700.0
241,0.86080002784729,28644882.0
242,0.8622999787330627,28762648.0
243,0.862500011920929,28880742.0
244,0.8618999719619751,28998488.0
245,0.8618000149726868,29116804.0
246,0.8632000088691711,29235138.0
247,0.862500011920929,29352994.0
248,0.8619999885559082,29470830.0
249,0.8622999787330627,29588822.0
250,0.8623999953269958,29706682.0
251,0.8618000149726868,29824854.0
252,0.8626999855041504,29942572.0
253,0.8623999953269958,30060592.0
254,0.8634999990463257,30178296.0
255,0.8639000058174133,30296464.0
256,0.8639000058174133,30414356.0
257,0.8644000291824341,30532378.0
258,0.8640000224113464,30650128.0
259,0.864300012588501,30768330.0
260,0.8641999959945679,30886218.0
261,0.8636999726295471,31004086.0
262,0.8629999756813049,31121986.0
263,0.8650000095367432,31239940.0
264,0.8644000291824341,31357640.0
265,0.8640999794006348,31475822.0
266,0.8633000254631042,31593610.0
267,0.8628000020980835,31711762.0
268,0.864300012588501,31829528.0
269,0.864300012588501,31947568.0
270,0.8647000193595886,32065474.0
271,0.8655999898910522,32183434.0
272,0.8652999997138977,32301202.0
273,0.8640999794006348,32419332.0
274,0.8647000193595886,32537200.0
275,0.8644999861717224,32655176.0
276,0.8651000261306763,32772774.0
277,0.8655999898910522,32890896.0
278,0.8665000200271606,33008588.0
279,0.8666999936103821,33126670.0
280,0.8644999861717224,33244386.0
281,0.8654999732971191,33377216.0
282,0.8666999936103821,33505506.0
283,0.8665000200271606,33625008.0
284,0.8658000230789185,33743968.0
285,0.8655999898910522,33863568.0
286,0.8668000102043152,33982352.0
287,0.8668000102043152,34101528.0
288,0.8666999936103821,34220540.0
289,0.8669000267982483,34339860.0
290,0.8659999966621399,34458896.0
291,0.8666999936103821,34578904.0
292,0.8654000163078308,34697920.0
293,0.8655999898910522,34817228.0
294,0.8659999966621399,34936152.0
295,0.8669999837875366,35055648.0
296,0.8679999709129333,35175668.0
297,0.8668000102043152,35295200.0
298,0.8664000034332275,35414284.0
299,0.8671000003814697,35533740.0
300,0.8666999936103821,35652732.0
301,0.8669000267982483,35772144.0
302,0.8672000169754028,35891076.0
303,0.8668000102043152,36010632.0
304,0.866599977016449,36130648.0
305,0.8665000200271606,36249996.0
306,0.8669999837875366,36368740.0
307,0.8654999732971191,36487712.0
308,0.8684999942779541,36606500.0
309,0.8676999807357788,36725584.0
310,0.8679999709129333,36844200.0
311,0.866599977016449,36963260.0
312,0.8687999844551086,37082124.0
313,0.8682000041007996,37201060.0
314,0.8693000078201294,37319436.0
315,0.8686000108718872,37438460.0
316,0.867900013923645,37556868.0
317,0.867900013923645,37675864.0
318,0.8691999912261963,37794412.0
